,solutes,solvents,solubility_param
2586,AE,gamma_Butyrolactone,6
2587,AE,Acetone,6
2588,AE,Methyl_ethyl_ketone,5
2589,AE,Methyl_isobutyl_ketone,4
2590,AE,Methyl_isoamyl_ketone,2
2591,AE,Diisobutyl_ketone,1
2592,AE,Isophorone,5
2593,AE,Acetophenone,5
2594,AE,Cyclohexanone,1
2595,AE,Tetrahydrofuran,1
2596,AE,Mesityl_oxide,4
2597,AE,Ethyl_acetate,4
2598,AE,n-Butyl_acetate,1
2599,AE,Isoamyl_acetate,1
2600,AE,Isobutyl_isobutyrate,1
2601,AE,Acetonitrile,6
2602,AE,Butyronitrite,6
2603,AE,Nitromethane,6
2604,AE,Nitroethane,6
2605,AE,2-Nitropropane,6
2606,AE,Aniline,6
2607,AE,Nitrobenzene,6
2608,AE,Ethanolamine,6
2609,AE,Dimethyl_formamide,6
2610,AE,Dipropyl_amine,1
2611,AE,Diethyl_amine,1
2612,AE,Morpholine,6
2613,AE,Cyclohexylamine,1
2614,AE,Pyridine,5
2615,AE,Carbon_terachloride,1
2616,AE,Chloroform,1
2617,AE,Ethylen_chloride,2
2618,AE,Methylene_chloride,1
2619,AE,1_1_1-Trichloroethane,1
2620,AE,1-Chlorobutane,1
2621,AE,Trichloroethylene,1
2622,AE,2_2-Dichloro_diethyl_ether,6
2623,AE,Chlorobenzene,1
2624,AE,o-Dichlorobenzene,1
2625,AE,alpha-bromonaphtaline,1
2626,AE,Cyclohexylchloride,1
2627,AE,Benzene,1
2628,AE,Toluene,1
2629,AE,Xylene,1
2630,AE,Ethyl_benzene,1
2631,AE,Styrene,1
2632,AE,Tetralin,1
2633,AE,Hexane,2
2634,AE,Cyclohexane,1
2635,AE,Acetic_acid,6
2636,AE,Formic_acid_90,6
2637,AE,Butyric_acid,4
2638,AE,Benzaldehyde,4
2639,AE,Acetic_anhydride,5
2640,AF,Methanol ,6
2641,AF,Ethanol_96,6
2642,AF,Ethanol_99p9,6
2643,AF,n-Propanol,6
2644,AF,n-Butanol,6
2645,AF,Pentanol-1,6
2646,AF,2-Ethyl_butanol,6
2647,AF,2-Ethyl_hexanol,6
2648,AF,Methyl_isobutyl_carbinol,6
2649,AF,Propylene_glycol,6
2650,AF,Ethylene_glycol,6
2651,AF,1_3-Butandiol,6
2652,AF,Glycerol,6
2653,AF,Cyclohexanol,6
2654,AF,m-Cresol,6
2655,AF,Ethyl_lactate,6
2656,AF,n-Butyl_lactate,6
2657,AF,Diethylene_glycol,6
2658,AF,Dipropylene_glycol,6
2659,AF,2-Butoxyethanol,6
2660,AF,Methyl_dioxitol,6
2661,AF,Butyl_dioxitol,6
2662,AF,Oxitole,6
2663,AF,Diacetone_alcohol,6
2664,AF,Cellusolve_acetate,5
2665,AF,Methyl_Cellusolve,6
2666,AF,Diethyl_ether,6
2667,AF,Furan,6
2668,AF,Dioxane,3
2669,AF,Methylal,6
2670,AF,Diethyl_sulfide,6
2671,AF,Carbon_disulfide,6
2672,AF,Dimethyl_sulphoxide,2
2673,AF,Propylene_carbonate,6
2674,AF,gamma_Butyrolactone,4
2675,AF,Acetone,5
2676,AF,Methyl_ethyl_ketone,3
2677,AF,Methyl_isobutyl_ketone,4
2678,AF,Methyl_isoamyl_ketone,5
2679,AF,Diisobutyl_ketone,6
2680,AF,Isophorone,2
2681,AF,Acetophenone,2
2682,AF,Cyclohexanone,1
2683,AF,Tetrahydrofuran,1
2684,AF,Mesityl_oxide,2
2685,AF,Ethyl_acetate,6
2686,AF,n-Butyl_acetate,5
2687,AF,Isoamyl_acetate,5
2688,AF,Isobutyl_isobutyrate,6
2689,AF,Acetonitrile,6
2690,AF,Butyronitrite,6
2691,AF,Nitromethane,6
2692,AF,Nitroethane,6
2693,AF,2-Nitropropane,5
2694,AF,Aniline,3
2695,AF,Nitrobenzene,2
2696,AF,Ethanolamine,6
2697,AF,Dimethyl_formamide,4
2698,AF,Dipropyl_amine,6
2699,AF,Diethyl_amine,6
2700,AF,Morpholine,1
2701,AF,Cyclohexylamine,6
2702,AF,Pyridine,2
2703,AF,Carbon_terachloride,6
2704,AF,Chloroform,5
2705,AF,Ethylen_chloride,3
2706,AF,Methylene_chloride,2
2707,AF,1_1_1-Trichloroethane,6
2708,AF,1-Chlorobutane,6
2709,AF,Trichloroethylene,5
2710,AF,2_2-Dichloro_diethyl_ether,3
2711,AF,Chlorobenzene,4
2712,AF,o-Dichlorobenzene,4
2713,AF,alpha-bromonaphtaline,4
2714,AF,Cyclohexylchloride,5
2715,AF,Benzene,5
2716,AF,Toluene,5
2717,AF,Xylene,6
2718,AF,Ethyl_benzene,6
2719,AF,Styrene,5
2720,AF,Tetralin,6
2721,AF,Hexane,6
2722,AF,Cyclohexane,6
2723,AF,Acetic_acid,6
2724,AF,Formic_acid_90,6
2725,AF,Butyric_acid,6
2726,AF,Benzaldehyde,1
2727,AF,Acetic_anhydride,6
2728,AG,Methanol ,6
2729,AG,Ethanol_96,6
2730,AG,Ethanol_99p9,6
2731,AG,n-Propanol,6
2732,AG,n-Butanol,6
2733,AG,Pentanol-1,6
2734,AG,2-Ethyl_butanol,6
2735,AG,2-Ethyl_hexanol,6
2736,AG,Methyl_isobutyl_carbinol,6
2737,AG,Propylene_glycol,6
2738,AG,Ethylene_glycol,6
2739,AG,1_3-Butandiol,6
2740,AG,Glycerol,6
2741,AG,Cyclohexanol,5
2742,AG,m-Cresol,1
2743,AG,Ethyl_lactate,5
2744,AG,n-Butyl_lactate,1
2745,AG,Diethylene_glycol,6
2746,AG,Dipropylene_glycol,6
2747,AG,2-Butoxyethanol,1
2748,AG,Methyl_dioxitol,4
2749,AG,Butyl_dioxitol,1
2750,AG,Oxitole,2
2751,AG,Diacetone_alcohol,5
2752,AG,Cellusolve_acetate,1
2753,AG,Methyl_Cellusolve,5
2754,AG,Diethyl_ether,1
2755,AG,Furan,1
2756,AG,Dioxane,1
2757,AG,Methylal,1
2758,AG,Diethyl_sulfide,1
2759,AG,Carbon_disulfide,1
2760,AG,Dimethyl_sulphoxide,6
2761,AG,Propylene_carbonate,6
2762,AG,gamma_Butyrolactone,2
2763,AG,Acetone,2
2764,AG,Methyl_ethyl_ketone,1
2765,AG,Methyl_isobutyl_ketone,1
2766,AG,Methyl_isoamyl_ketone,1
2767,AG,Diisobutyl_ketone,1
2768,AG,Isophorone,1
2769,AG,Acetophenone,1
2770,AG,Cyclohexanone,1
2771,AG,Tetrahydrofuran,1
2772,AG,Mesityl_oxide,1
2773,AG,Ethyl_acetate,1
2774,AG,n-Butyl_acetate,1
2775,AG,Isoamyl_acetate,1
2776,AG,Isobutyl_isobutyrate,1
2777,AG,Acetonitrile,5
2778,AG,Butyronitrite,1
2779,AG,Nitromethane,5
2780,AG,Nitroethane,2
2781,AG,2-Nitropropane,1
2782,AG,Aniline,1
2783,AG,Nitrobenzene,1
2784,AG,Ethanolamine,6
2785,AG,Dimethyl_formamide,1
2786,AG,Dipropyl_amine,1
2787,AG,Diethyl_amine,1
2788,AG,Morpholine,1
2789,AG,Cyclohexylamine,1
2790,AG,Pyridine,1
2791,AG,Carbon_terachloride,1
2792,AG,Chloroform,1
2793,AG,Ethylen_chloride,1
2794,AG,Methylene_chloride,1
2795,AG,1_1_1-Trichloroethane,1
2796,AG,1-Chlorobutane,1
2797,AG,Trichloroethylene,1
2798,AG,2_2-Dichloro_diethyl_ether,1
2799,AG,Chlorobenzene,1
2800,AG,o-Dichlorobenzene,1
2801,AG,alpha-bromonaphtaline,1
2802,AG,Cyclohexylchloride,1
2803,AG,Benzene,1
2804,AG,Toluene,1
2805,AG,Xylene,1
2806,AG,Ethyl_benzene,1
2807,AG,Styrene,1
2808,AG,Tetralin,1
2809,AG,Hexane,5
2810,AG,Cyclohexane,2
2811,AG,Acetic_acid,5
2812,AG,Formic_acid_90,6
2813,AG,Butyric_acid,1
2814,AG,Benzaldehyde,1
2815,AG,Acetic_anhydride,5
2816,AH,Methanol ,5
2817,AH,Ethanol_96,5
2818,AH,Ethanol_99p9,6
2819,AH,n-Propanol,6
2820,AH,n-Butanol,6
2821,AH,Pentanol-1,6
2822,AH,2-Ethyl_butanol,6
2823,AH,2-Ethyl_hexanol,6
2824,AH,Methyl_isobutyl_carbinol,6
2825,AH,Propylene_glycol,3
2826,AH,Ethylene_glycol,1
2827,AH,1_3-Butandiol,6
2828,AH,Glycerol,6
2829,AH,Cyclohexanol,6
2830,AH,m-Cresol,1
2831,AH,Ethyl_lactate,3
2832,AH,n-Butyl_lactate,6
2833,AH,Diethylene_glycol,1
2834,AH,Dipropylene_glycol,1
2835,AH,2-Butoxyethanol,6
2836,AH,Methyl_dioxitol,1
2837,AH,Butyl_dioxitol,1
2838,AH,Oxitole,1
2839,AH,Diacetone_alcohol,1
2840,AH,Cellusolve_acetate,6
2841,AH,Methyl_Cellusolve,1
2842,AH,Diethyl_ether,6
2843,AH,Furan,6
2844,AH,Dioxane,2
2845,AH,Methylal,6
2846,AH,Diethyl_sulfide,6
2847,AH,Carbon_disulfide,4
2848,AH,Dimethyl_sulphoxide,1
2849,AH,Propylene_carbonate,6
2850,AH,gamma_Butyrolactone,1
2851,AH,Acetone,5
2852,AH,Methyl_ethyl_ketone,6
2853,AH,Methyl_isobutyl_ketone,6
2854,AH,Methyl_isoamyl_ketone,6
2855,AH,Diisobutyl_ketone,6
2856,AH,Isophorone,5
2857,AH,Acetophenone,4
2858,AH,Cyclohexanone,5
2859,AH,Tetrahydrofuran,3
2860,AH,Mesityl_oxide,4
2861,AH,Ethyl_acetate,6
2862,AH,n-Butyl_acetate,6
2863,AH,Isoamyl_acetate,6
2864,AH,Isobutyl_isobutyrate,6
2865,AH,Acetonitrile,6
2866,AH,Butyronitrite,5
2867,AH,Nitromethane,6
2868,AH,Nitroethane,6
2869,AH,2-Nitropropane,6
2870,AH,Aniline,1
2871,AH,Nitrobenzene,4
2872,AH,Ethanolamine,1
2873,AH,Dimethyl_formamide,1
2874,AH,Dipropyl_amine,6
2875,AH,Diethyl_amine,5
2876,AH,Morpholine,1
2877,AH,Cyclohexylamine,3
2878,AH,Pyridine,1
2879,AH,Carbon_terachloride,5
2880,AH,Chloroform,6
2881,AH,Ethylen_chloride,6
2882,AH,Methylene_chloride,6
2883,AH,1_1_1-Trichloroethane,6
2884,AH,1-Chlorobutane,6
2885,AH,Trichloroethylene,5
2886,AH,2_2-Dichloro_diethyl_ether,6
2887,AH,Chlorobenzene,5
2888,AH,o-Dichlorobenzene,4
2889,AH,alpha-bromonaphtaline,4
2890,AH,Cyclohexylchloride,6
2891,AH,Benzene,5
2892,AH,Toluene,5
2893,AH,Xylene,6
2894,AH,Ethyl_benzene,6
2895,AH,Styrene,5
2896,AH,Tetralin,4
2897,AH,Hexane,6
2898,AH,Cyclohexane,6
2899,AH,Acetic_acid,4
2900,AH,Formic_acid_90,1
2901,AH,Butyric_acid,6
2902,AH,Benzaldehyde,3
2903,AH,Acetic_anhydride,5
