,solutes,solvents,solubility_param,solubility_category
2039,Y,Ethyl_lactate,6,non-soluble
2040,Y,n-Butyl_lactate,6,non-soluble
2041,Y,Diethylene_glycol,6,non-soluble
2042,Y,Dipropylene_glycol,6,non-soluble
2043,Y,2-Butoxyethanol,6,non-soluble
2044,Y,Methyl_dioxitol,6,non-soluble
2045,Y,Butyl_dioxitol,6,non-soluble
2046,Y,Oxitole,6,non-soluble
2047,Y,Diacetone_alcohol,6,non-soluble
2048,Y,Cellusolve_acetate,6,non-soluble
2049,Y,Methyl_Cellusolve,6,non-soluble
2050,Y,Diethyl_ether,1,soluble
2051,Y,Furan,1,soluble
2052,Y,Dioxane,1,soluble
2053,Y,Methylal,3,theta
2054,Y,Diethyl_sulfide,1,soluble
2055,Y,Carbon_disulfide,1,soluble
2056,Y,Dimethyl_sulphoxide,6,non-soluble
2057,Y,Propylene_carbonate,6,non-soluble
2058,Y,gamma_Butyrolactone,6,non-soluble
2059,Y,Acetone,6,non-soluble
2060,Y,Methyl_ethyl_ketone,4,theta
2061,Y,Methyl_isobutyl_ketone,4,theta
2062,Y,Methyl_isoamyl_ketone,1,soluble
2063,Y,Diisobutyl_ketone,1,soluble
2064,Y,Isophorone,1,soluble
2065,Y,Acetophenone,2,soluble
2066,Y,Cyclohexanone,1,soluble
2067,Y,Tetrahydrofuran,1,soluble
2068,Y,Mesityl_oxide,1,soluble
2069,Y,Ethyl_acetate,5,non-soluble
2070,Y,n-Butyl_acetate,1,soluble
2071,Y,Isoamyl_acetate,1,soluble
2072,Y,Isobutyl_isobutyrate,1,soluble
2073,Y,Acetonitrile,6,non-soluble
2074,Y,Butyronitrite,6,non-soluble
2075,Y,Nitromethane,6,non-soluble
2076,Y,Nitroethane,6,non-soluble
2077,Y,2-Nitropropane,5,non-soluble
2078,Y,Aniline,6,non-soluble
2079,Y,Nitrobenzene,1,soluble
2080,Y,Ethanolamine,5,non-soluble
2081,Y,Dimethyl_formamide,6,non-soluble
2082,Y,Dipropyl_amine,1,soluble
2083,Y,Diethyl_amine,1,soluble
2084,Y,Morpholine,5,non-soluble
2085,Y,Cyclohexylamine,1,soluble
2086,Y,Pyridine,1,soluble
2087,Y,Carbon_terachloride,1,soluble
2088,Y,Chloroform,1,soluble
2089,Y,Ethylen_chloride,1,soluble
2090,Y,Methylene_chloride,1,soluble
2091,Y,1_1_1-Trichloroethane,1,soluble
2092,Y,1-Chlorobutane,1,soluble
2093,Y,Trichloroethylene,1,soluble
2094,Y,2_2-Dichloro_diethyl_ether,5,non-soluble
2095,Y,Chlorobenzene,1,soluble
2096,Y,o-Dichlorobenzene,1,soluble
2097,Y,alpha-bromonaphtaline,1,soluble
2098,Y,Cyclohexylchloride,1,soluble
2099,Y,Benzene,1,soluble
2100,Y,Toluene,1,soluble
2101,Y,Xylene,1,soluble
2102,Y,Ethyl_benzene,1,soluble
2103,Y,Styrene,1,soluble
2104,Y,Tetralin,1,soluble
2105,Y,Hexane,1,soluble
2106,Y,Cyclohexane,1,soluble
2107,Y,Acetic_acid,6,non-soluble
2108,Y,Formic_acid_90,6,non-soluble
2109,Y,Butyric_acid,4,theta
2110,Y,Benzaldehyde,4,theta
2111,Y,Acetic_anhydride,6,non-soluble
2112,Z,Methanol ,5,non-soluble
2113,Z,Ethanol_96,5,non-soluble
2114,Z,Ethanol_99p9,6,non-soluble
2115,Z,n-Propanol,1,soluble
2116,Z,n-Butanol,1,soluble
2117,Z,Pentanol-1,1,soluble
2118,Z,2-Ethyl_butanol,1,soluble
2119,Z,2-Ethyl_hexanol,1,soluble
2120,Z,Methyl_isobutyl_carbinol,1,soluble
2121,Z,Propylene_glycol,6,non-soluble
2122,Z,Ethylene_glycol,6,non-soluble
2123,Z,1_3-Butandiol,6,non-soluble
2124,Z,Glycerol,6,non-soluble
2125,Z,Cyclohexanol,1,soluble
2126,Z,m-Cresol,1,soluble
2127,Z,Ethyl_lactate,6,non-soluble
2128,Z,n-Butyl_lactate,3,theta
2129,Z,Diethylene_glycol,6,non-soluble
2130,Z,Dipropylene_glycol,6,non-soluble
2131,Z,2-Butoxyethanol,4,theta
2132,Z,Methyl_dioxitol,6,non-soluble
2133,Z,Butyl_dioxitol,6,non-soluble
2134,Z,Oxitole,6,non-soluble
2135,Z,Diacetone_alcohol,6,non-soluble
2136,Z,Cellusolve_acetate,6,non-soluble
2137,Z,Methyl_Cellusolve,6,non-soluble
2138,Z,Diethyl_ether,6,non-soluble
2139,Z,Furan,6,non-soluble
2140,Z,Dioxane,6,non-soluble
2141,Z,Methylal,6,non-soluble
2142,Z,Diethyl_sulfide,6,non-soluble
2143,Z,Carbon_disulfide,4,theta
2144,Z,Dimethyl_sulphoxide,6,non-soluble
2145,Z,Propylene_carbonate,6,non-soluble
2146,Z,gamma_Butyrolactone,6,non-soluble
2147,Z,Acetone,6,non-soluble
2148,Z,Methyl_ethyl_ketone,6,non-soluble
2149,Z,Methyl_isobutyl_ketone,6,non-soluble
2150,Z,Methyl_isoamyl_ketone,6,non-soluble
2151,Z,Diisobutyl_ketone,6,non-soluble
2152,Z,Isophorone,6,non-soluble
2153,Z,Acetophenone,6,non-soluble
2154,Z,Cyclohexanone,6,non-soluble
2155,Z,Tetrahydrofuran,1,soluble
2156,Z,Mesityl_oxide,6,non-soluble
2157,Z,Ethyl_acetate,6,non-soluble
2158,Z,n-Butyl_acetate,6,non-soluble
2159,Z,Isoamyl_acetate,6,non-soluble
2160,Z,Isobutyl_isobutyrate,6,non-soluble
2161,Z,Acetonitrile,6,non-soluble
2162,Z,Butyronitrite,6,non-soluble
2163,Z,Nitromethane,6,non-soluble
2164,Z,Nitroethane,6,non-soluble
2165,Z,2-Nitropropane,6,non-soluble
2166,Z,Aniline,5,non-soluble
2167,Z,Nitrobenzene,6,non-soluble
2168,Z,Ethanolamine,6,non-soluble
2169,Z,Dimethyl_formamide,6,non-soluble
2170,Z,Dipropyl_amine,6,non-soluble
2171,Z,Diethyl_amine,5,non-soluble
2172,Z,Morpholine,6,non-soluble
2173,Z,Cyclohexylamine,1,soluble
2174,Z,Pyridine,5,non-soluble
2175,Z,Carbon_terachloride,4,theta
2176,Z,Chloroform,1,soluble
2177,Z,Ethylen_chloride,6,non-soluble
2178,Z,Methylene_chloride,2,soluble
2179,Z,1_1_1-Trichloroethane,6,non-soluble
2180,Z,1-Chlorobutane,5,non-soluble
2181,Z,Trichloroethylene,2,soluble
2182,Z,2_2-Dichloro_diethyl_ether,6,non-soluble
2183,Z,Chlorobenzene,5,non-soluble
2184,Z,o-Dichlorobenzene,6,non-soluble
2185,Z,alpha-bromonaphtaline,6,non-soluble
2186,Z,Cyclohexylchloride,6,non-soluble
2187,Z,Benzene,5,non-soluble
2188,Z,Toluene,6,non-soluble
2189,Z,Xylene,6,non-soluble
2190,Z,Ethyl_benzene,6,non-soluble
2191,Z,Styrene,6,non-soluble
2192,Z,Tetralin,5,non-soluble
2193,Z,Hexane,6,non-soluble
2194,Z,Cyclohexane,6,non-soluble
2195,Z,Acetic_acid,3,theta
2196,Z,Formic_acid_90,3,theta
2197,Z,Butyric_acid,1,soluble
2198,Z,Benzaldehyde,3,theta
2199,Z,Acetic_anhydride,6,non-soluble
2200,AA,Methanol ,6,non-soluble
2201,AA,Ethanol_96,5,non-soluble
2202,AA,Ethanol_99p9,4,theta
2203,AA,n-Propanol,5,non-soluble
2204,AA,n-Butanol,3,theta
2205,AA,Pentanol-1,1,soluble
2206,AA,2-Ethyl_butanol,1,soluble
2207,AA,2-Ethyl_hexanol,1,soluble
2208,AA,Methyl_isobutyl_carbinol,1,soluble
2209,AA,Propylene_glycol,6,non-soluble
2210,AA,Ethylene_glycol,6,non-soluble
2211,AA,1_3-Butandiol,6,non-soluble
2212,AA,Glycerol,6,non-soluble
2213,AA,Cyclohexanol,1,soluble
2214,AA,m-Cresol,1,soluble
2215,AA,Ethyl_lactate,3,theta
2216,AA,n-Butyl_lactate,1,soluble
2217,AA,Diethylene_glycol,6,non-soluble
2218,AA,Dipropylene_glycol,6,non-soluble
2219,AA,2-Butoxyethanol,1,soluble
2220,AA,Methyl_dioxitol,5,non-soluble
2221,AA,Butyl_dioxitol,1,soluble
2222,AA,Oxitole,1,soluble
2223,AA,Diacetone_alcohol,1,soluble
2224,AA,Cellusolve_acetate,1,soluble
2225,AA,Methyl_Cellusolve,4,theta
2226,AA,Diethyl_ether,1,soluble
2227,AA,Furan,1,soluble
2228,AA,Dioxane,1,soluble
2229,AA,Methylal,1,soluble
2230,AA,Diethyl_sulfide,1,soluble
2231,AA,Carbon_disulfide,1,soluble
2232,AA,Dimethyl_sulphoxide,6,non-soluble
2233,AA,Propylene_carbonate,6,non-soluble
2234,AA,gamma_Butyrolactone,5,non-soluble
2235,AA,Acetone,1,soluble
2236,AA,Methyl_ethyl_ketone,1,soluble
2237,AA,Methyl_isobutyl_ketone,1,soluble
2238,AA,Methyl_isoamyl_ketone,1,soluble
2239,AA,Diisobutyl_ketone,1,soluble
2240,AA,Isophorone,1,soluble
2241,AA,Acetophenone,1,soluble
2242,AA,Cyclohexanone,1,soluble
2243,AA,Tetrahydrofuran,1,soluble
2244,AA,Mesityl_oxide,1,soluble
2245,AA,Ethyl_acetate,1,soluble
2246,AA,n-Butyl_acetate,1,soluble
2247,AA,Isoamyl_acetate,1,soluble
2248,AA,Isobutyl_isobutyrate,1,soluble
2249,AA,Acetonitrile,4,theta
2250,AA,Butyronitrite,1,soluble
2251,AA,Nitromethane,4,theta
2252,AA,Nitroethane,3,theta
2253,AA,2-Nitropropane,1,soluble
2254,AA,Aniline,1,soluble
2255,AA,Nitrobenzene,1,soluble
2256,AA,Ethanolamine,6,non-soluble
2257,AA,Dimethyl_formamide,4,theta
2258,AA,Dipropyl_amine,1,soluble
2259,AA,Diethyl_amine,1,soluble
2260,AA,Morpholine,1,soluble
2261,AA,Cyclohexylamine,1,soluble
2262,AA,Pyridine,1,soluble
2263,AA,Carbon_terachloride,1,soluble
2264,AA,Chloroform,1,soluble
2265,AA,Ethylen_chloride,1,soluble
2266,AA,Methylene_chloride,1,soluble
2267,AA,1_1_1-Trichloroethane,1,soluble
2268,AA,1-Chlorobutane,1,soluble
2269,AA,Trichloroethylene,1,soluble
2270,AA,2_2-Dichloro_diethyl_ether,1,soluble
2271,AA,Chlorobenzene,1,soluble
2272,AA,o-Dichlorobenzene,1,soluble
2273,AA,alpha-bromonaphtaline,1,soluble
2274,AA,Cyclohexylchloride,1,soluble
2275,AA,Benzene,1,soluble
2276,AA,Toluene,1,soluble
2277,AA,Xylene,1,soluble
2278,AA,Ethyl_benzene,1,soluble
2279,AA,Styrene,1,soluble
2280,AA,Tetralin,1,soluble
2281,AA,Hexane,4,theta
2282,AA,Cyclohexane,2,soluble
2283,AA,Acetic_acid,4,theta
2284,AA,Formic_acid_90,6,non-soluble
2285,AA,Butyric_acid,1,soluble
2286,AA,Benzaldehyde,1,soluble
2287,AA,Acetic_anhydride,5,non-soluble
2288,AB,Methanol ,1,soluble
2289,AB,Ethanol_96,1,soluble
2290,AB,Ethanol_99p9,1,soluble
2291,AB,n-Propanol,1,soluble
2292,AB,n-Butanol,1,soluble
2293,AB,Pentanol-1,1,soluble
2294,AB,2-Ethyl_butanol,1,soluble
2295,AB,2-Ethyl_hexanol,1,soluble
2296,AB,Methyl_isobutyl_carbinol,1,soluble
2297,AB,Propylene_glycol,1,soluble
2298,AB,Ethylene_glycol,6,non-soluble
2299,AB,1_3-Butandiol,1,soluble
2300,AB,Glycerol,6,non-soluble
2301,AB,Cyclohexanol,1,soluble
2302,AB,m-Cresol,1,soluble
2303,AB,Ethyl_lactate,1,soluble
2304,AB,n-Butyl_lactate,1,soluble
2305,AB,Diethylene_glycol,1,soluble
2306,AB,Dipropylene_glycol,1,soluble
2307,AB,2-Butoxyethanol,1,soluble
2308,AB,Methyl_dioxitol,1,soluble
2309,AB,Butyl_dioxitol,1,soluble
2310,AB,Oxitole,1,soluble
2311,AB,Diacetone_alcohol,1,soluble
2312,AB,Cellusolve_acetate,1,soluble
2313,AB,Methyl_Cellusolve,1,soluble
2314,AB,Diethyl_ether,1,soluble
2315,AB,Furan,1,soluble
2316,AB,Dioxane,1,soluble
2317,AB,Methylal,1,soluble
2318,AB,Diethyl_sulfide,1,soluble
2319,AB,Carbon_disulfide,1,soluble
2320,AB,Dimethyl_sulphoxide,1,soluble
2321,AB,Propylene_carbonate,1,soluble
2322,AB,gamma_Butyrolactone,1,soluble
2323,AB,Acetone,1,soluble
2324,AB,Methyl_ethyl_ketone,1,soluble
2325,AB,Methyl_isobutyl_ketone,1,soluble
2326,AB,Methyl_isoamyl_ketone,1,soluble
2327,AB,Diisobutyl_ketone,1,soluble
2328,AB,Isophorone,1,soluble
2329,AB,Acetophenone,1,soluble
2330,AB,Cyclohexanone,1,soluble
2331,AB,Tetrahydrofuran,1,soluble
2332,AB,Mesityl_oxide,1,soluble
2333,AB,Ethyl_acetate,1,soluble
2334,AB,n-Butyl_acetate,1,soluble
2335,AB,Isoamyl_acetate,1,soluble
2336,AB,Isobutyl_isobutyrate,1,soluble
2337,AB,Acetonitrile,1,soluble
2338,AB,Butyronitrite,1,soluble
2339,AB,Nitromethane,1,soluble
2340,AB,Nitroethane,1,soluble
2341,AB,2-Nitropropane,1,soluble
2342,AB,Aniline,1,soluble
2343,AB,Nitrobenzene,1,soluble
2344,AB,Ethanolamine,6,non-soluble
2345,AB,Dimethyl_formamide,1,soluble
2346,AB,Dipropyl_amine,1,soluble
2347,AB,Diethyl_amine,1,soluble
2348,AB,Morpholine,1,soluble
2349,AB,Cyclohexylamine,1,soluble
2350,AB,Pyridine,1,soluble
2351,AB,Carbon_terachloride,1,soluble
2352,AB,Chloroform,1,soluble
2353,AB,Ethylen_chloride,1,soluble
2354,AB,Methylene_chloride,1,soluble
2355,AB,1_1_1-Trichloroethane,1,soluble
2356,AB,1-Chlorobutane,1,soluble
2357,AB,Trichloroethylene,1,soluble
2358,AB,2_2-Dichloro_diethyl_ether,1,soluble
2359,AB,Chlorobenzene,1,soluble
2360,AB,o-Dichlorobenzene,1,soluble
2361,AB,alpha-bromonaphtaline,1,soluble
2362,AB,Cyclohexylchloride,1,soluble
2363,AB,Benzene,1,soluble
2364,AB,Toluene,1,soluble
2365,AB,Xylene,1,soluble
2366,AB,Ethyl_benzene,1,soluble
2367,AB,Styrene,1,soluble
2368,AB,Tetralin,1,soluble
2369,AB,Hexane,6,non-soluble
2370,AB,Cyclohexane,4,theta
2371,AB,Acetic_acid,1,soluble
2372,AB,Formic_acid_90,1,soluble
2373,AB,Butyric_acid,1,soluble
2374,AB,Benzaldehyde,1,soluble
2375,AB,Acetic_anhydride,1,soluble
2376,AC,Methanol ,6,non-soluble
2377,AC,Ethanol_96,6,non-soluble
2378,AC,Ethanol_99p9,6,non-soluble
2379,AC,n-Propanol,6,non-soluble
2380,AC,n-Butanol,6,non-soluble
2381,AC,Pentanol-1,6,non-soluble
2382,AC,2-Ethyl_butanol,5,non-soluble
2383,AC,2-Ethyl_hexanol,1,soluble
2384,AC,Methyl_isobutyl_carbinol,5,non-soluble
2385,AC,Propylene_glycol,6,non-soluble
2386,AC,Ethylene_glycol,6,non-soluble
2387,AC,1_3-Butandiol,6,non-soluble
2388,AC,Glycerol,6,non-soluble
2389,AC,Cyclohexanol,5,non-soluble
2390,AC,m-Cresol,6,non-soluble
2391,AC,Ethyl_lactate,6,non-soluble
2392,AC,n-Butyl_lactate,6,non-soluble
2393,AC,Diethylene_glycol,6,non-soluble
2394,AC,Dipropylene_glycol,6,non-soluble
2395,AC,2-Butoxyethanol,6,non-soluble
2396,AC,Methyl_dioxitol,6,non-soluble
2397,AC,Butyl_dioxitol,6,non-soluble
2398,AC,Oxitole,6,non-soluble
2399,AC,Diacetone_alcohol,6,non-soluble
2400,AC,Cellusolve_acetate,6,non-soluble
2401,AC,Methyl_Cellusolve,6,non-soluble
2402,AC,Diethyl_ether,1,soluble
2403,AC,Furan,1,soluble
2404,AC,Dioxane,4,theta
2405,AC,Methylal,5,non-soluble
2406,AC,Diethyl_sulfide,1,soluble
2407,AC,Carbon_disulfide,1,soluble
2408,AC,Dimethyl_sulphoxide,6,non-soluble
2409,AC,Propylene_carbonate,6,non-soluble
2410,AC,gamma_Butyrolactone,6,non-soluble
2411,AC,Acetone,6,non-soluble
2412,AC,Methyl_ethyl_ketone,5,non-soluble
2413,AC,Methyl_isobutyl_ketone,1,soluble
2414,AC,Methyl_isoamyl_ketone,1,soluble
2415,AC,Diisobutyl_ketone,1,soluble
2416,AC,Isophorone,1,soluble
2417,AC,Acetophenone,5,non-soluble
2418,AC,Cyclohexanone,1,soluble
2419,AC,Tetrahydrofuran,1,soluble
2420,AC,Mesityl_oxide,1,soluble
2421,AC,Ethyl_acetate,4,theta
2422,AC,n-Butyl_acetate,1,soluble
2423,AC,Isoamyl_acetate,1,soluble
2424,AC,Isobutyl_isobutyrate,1,soluble
2425,AC,Acetonitrile,6,non-soluble
2426,AC,Butyronitrite,6,non-soluble
2427,AC,Nitromethane,6,non-soluble
2428,AC,Nitroethane,6,non-soluble
2429,AC,2-Nitropropane,6,non-soluble
2430,AC,Aniline,6,non-soluble
2431,AC,Nitrobenzene,5,non-soluble
2432,AC,Ethanolamine,6,non-soluble
2433,AC,Dimethyl_formamide,6,non-soluble
2434,AC,Dipropyl_amine,1,soluble
2435,AC,Diethyl_amine,1,soluble
2436,AC,Morpholine,6,non-soluble
2437,AC,Cyclohexylamine,1,soluble
2438,AC,Pyridine,5,non-soluble
2439,AC,Carbon_terachloride,1,soluble
2440,AC,Chloroform,1,soluble
2441,AC,Ethylen_chloride,1,soluble
2442,AC,Methylene_chloride,1,soluble
2443,AC,1_1_1-Trichloroethane,1,soluble
2444,AC,1-Chlorobutane,1,soluble
2445,AC,Trichloroethylene,1,soluble
2446,AC,2_2-Dichloro_diethyl_ether,4,theta
2447,AC,Chlorobenzene,1,soluble
2448,AC,o-Dichlorobenzene,1,soluble
2449,AC,alpha-bromonaphtaline,1,soluble
2450,AC,Cyclohexylchloride,1,soluble
2451,AC,Benzene,1,soluble
2452,AC,Toluene,1,soluble
2453,AC,Xylene,1,soluble
2454,AC,Ethyl_benzene,1,soluble
2455,AC,Styrene,1,soluble
2456,AC,Tetralin,1,soluble
2457,AC,Hexane,1,soluble
2458,AC,Cyclohexane,1,soluble
2459,AC,Acetic_acid,6,non-soluble
2460,AC,Formic_acid_90,6,non-soluble
2461,AC,Butyric_acid,1,soluble
2462,AC,Benzaldehyde,5,non-soluble
2463,AC,Acetic_anhydride,5,non-soluble
2464,AD,Methanol ,5,non-soluble
2465,AD,Ethanol_96,5,non-soluble
2466,AD,Ethanol_99p9,5,non-soluble
2467,AD,n-Propanol,4,theta
2468,AD,n-Butanol,4,theta
2469,AD,Pentanol-1,4,theta
2470,AD,2-Ethyl_butanol,4,theta
2471,AD,2-Ethyl_hexanol,4,theta
2472,AD,Methyl_isobutyl_carbinol,4,theta
2473,AD,Propylene_glycol,5,non-soluble
2474,AD,Ethylene_glycol,6,non-soluble
2475,AD,1_3-Butandiol,6,non-soluble
2476,AD,Glycerol,6,non-soluble
2477,AD,Cyclohexanol,1,soluble
2478,AD,m-Cresol,1,soluble
2479,AD,Ethyl_lactate,1,soluble
2480,AD,n-Butyl_lactate,1,soluble
2481,AD,Diethylene_glycol,1,soluble
2482,AD,Dipropylene_glycol,1,soluble
2483,AD,2-Butoxyethanol,1,soluble
2484,AD,Methyl_dioxitol,1,soluble
2485,AD,Butyl_dioxitol,1,soluble
2486,AD,Oxitole,1,soluble
2487,AD,Diacetone_alcohol,1,soluble
2488,AD,Cellusolve_acetate,1,soluble
2489,AD,Methyl_Cellusolve,1,soluble
2490,AD,Diethyl_ether,4,theta
2491,AD,Furan,4,theta
2492,AD,Dioxane,1,soluble
2493,AD,Methylal,2,soluble
2494,AD,Diethyl_sulfide,4,theta
2495,AD,Carbon_disulfide,6,non-soluble
2496,AD,Dimethyl_sulphoxide,1,soluble
2497,AD,Propylene_carbonate,1,soluble
2498,AD,gamma_Butyrolactone,1,soluble
2499,AD,Acetone,1,soluble
2500,AD,Methyl_ethyl_ketone,1,soluble
2501,AD,Methyl_isobutyl_ketone,4,theta
2502,AD,Methyl_isoamyl_ketone,4,theta
2503,AD,Diisobutyl_ketone,6,non-soluble
2504,AD,Isophorone,1,soluble
2505,AD,Acetophenone,1,soluble
2506,AD,Cyclohexanone,1,soluble
2507,AD,Tetrahydrofuran,1,soluble
2508,AD,Mesityl_oxide,1,soluble
2509,AD,Ethyl_acetate,1,soluble
2510,AD,n-Butyl_acetate,2,soluble
2511,AD,Isoamyl_acetate,4,theta
2512,AD,Isobutyl_isobutyrate,5,non-soluble
2513,AD,Acetonitrile,4,theta
2514,AD,Butyronitrite,2,soluble
2515,AD,Nitromethane,4,theta
2516,AD,Nitroethane,3,theta
2517,AD,2-Nitropropane,3,theta
2518,AD,Aniline,1,soluble
2519,AD,Nitrobenzene,1,soluble
2520,AD,Ethanolamine,1,soluble
2521,AD,Dimethyl_formamide,1,soluble
2522,AD,Dipropyl_amine,3,theta
2523,AD,Diethyl_amine,2,soluble
2524,AD,Morpholine,1,soluble
2525,AD,Cyclohexylamine,1,soluble
2526,AD,Pyridine,1,soluble
2527,AD,Carbon_terachloride,4,theta
2528,AD,Chloroform,1,soluble
2529,AD,Ethylen_chloride,1,soluble
2530,AD,Methylene_chloride,1,soluble
2531,AD,1_1_1-Trichloroethane,4,theta
2532,AD,1-Chlorobutane,3,theta
2533,AD,Trichloroethylene,4,theta
2534,AD,2_2-Dichloro_diethyl_ether,1,soluble
2535,AD,Chlorobenzene,3,theta
2536,AD,o-Dichlorobenzene,3,theta
2537,AD,alpha-bromonaphtaline,5,non-soluble
2538,AD,Cyclohexylchloride,3,theta
2539,AD,Benzene,4,theta
2540,AD,Toluene,5,non-soluble
2541,AD,Xylene,5,non-soluble
2542,AD,Ethyl_benzene,6,non-soluble
2543,AD,Styrene,4,theta
2544,AD,Tetralin,5,non-soluble
2545,AD,Hexane,6,non-soluble
2546,AD,Cyclohexane,6,non-soluble
2547,AD,Acetic_acid,1,soluble
2548,AD,Formic_acid_90,6,non-soluble
2549,AD,Butyric_acid,3,theta
2550,AD,Benzaldehyde,1,soluble
2551,AD,Acetic_anhydride,1,soluble
2552,AE,Methanol ,6,non-soluble
2553,AE,Ethanol_96,6,non-soluble
2554,AE,Ethanol_99p9,6,non-soluble
2555,AE,n-Propanol,6,non-soluble
2556,AE,n-Butanol,6,non-soluble
2557,AE,Pentanol-1,6,non-soluble
2558,AE,2-Ethyl_butanol,6,non-soluble
2559,AE,2-Ethyl_hexanol,5,non-soluble
2560,AE,Methyl_isobutyl_carbinol,6,non-soluble
2561,AE,Propylene_glycol,6,non-soluble
2562,AE,Ethylene_glycol,6,non-soluble
2563,AE,1_3-Butandiol,6,non-soluble
2564,AE,Glycerol,6,non-soluble
2565,AE,Cyclohexanol,6,non-soluble
2566,AE,m-Cresol,6,non-soluble
2567,AE,Ethyl_lactate,6,non-soluble
2568,AE,n-Butyl_lactate,6,non-soluble
2569,AE,Diethylene_glycol,6,non-soluble
2570,AE,Dipropylene_glycol,6,non-soluble
2571,AE,2-Butoxyethanol,6,non-soluble
2572,AE,Methyl_dioxitol,6,non-soluble
2573,AE,Butyl_dioxitol,6,non-soluble
2574,AE,Oxitole,6,non-soluble
2575,AE,Diacetone_alcohol,6,non-soluble
2576,AE,Cellusolve_acetate,6,non-soluble
2577,AE,Methyl_Cellusolve,6,non-soluble
2578,AE,Diethyl_ether,1,soluble
2579,AE,Furan,1,soluble
2580,AE,Dioxane,5,non-soluble
2581,AE,Methylal,3,theta
2582,AE,Diethyl_sulfide,1,soluble
2583,AE,Carbon_disulfide,1,soluble
2584,AE,Dimethyl_sulphoxide,6,non-soluble
2585,AE,Propylene_carbonate,6,non-soluble
2586,AE,gamma_Butyrolactone,6,non-soluble
2587,AE,Acetone,6,non-soluble
2588,AE,Methyl_ethyl_ketone,5,non-soluble
2589,AE,Methyl_isobutyl_ketone,4,theta
2590,AE,Methyl_isoamyl_ketone,2,soluble
2591,AE,Diisobutyl_ketone,1,soluble
2592,AE,Isophorone,5,non-soluble
2593,AE,Acetophenone,5,non-soluble
2594,AE,Cyclohexanone,1,soluble
2595,AE,Tetrahydrofuran,1,soluble
2596,AE,Mesityl_oxide,4,theta
2597,AE,Ethyl_acetate,4,theta
2598,AE,n-Butyl_acetate,1,soluble
2599,AE,Isoamyl_acetate,1,soluble
2600,AE,Isobutyl_isobutyrate,1,soluble
2601,AE,Acetonitrile,6,non-soluble
2602,AE,Butyronitrite,6,non-soluble
2603,AE,Nitromethane,6,non-soluble
2604,AE,Nitroethane,6,non-soluble
2605,AE,2-Nitropropane,6,non-soluble
2606,AE,Aniline,6,non-soluble
2607,AE,Nitrobenzene,6,non-soluble
2608,AE,Ethanolamine,6,non-soluble
2609,AE,Dimethyl_formamide,6,non-soluble
2610,AE,Dipropyl_amine,1,soluble
2611,AE,Diethyl_amine,1,soluble
2612,AE,Morpholine,6,non-soluble
2613,AE,Cyclohexylamine,1,soluble
2614,AE,Pyridine,5,non-soluble
2615,AE,Carbon_terachloride,1,soluble
2616,AE,Chloroform,1,soluble
2617,AE,Ethylen_chloride,2,soluble
2618,AE,Methylene_chloride,1,soluble
2619,AE,1_1_1-Trichloroethane,1,soluble
2620,AE,1-Chlorobutane,1,soluble
2621,AE,Trichloroethylene,1,soluble
2622,AE,2_2-Dichloro_diethyl_ether,6,non-soluble
2623,AE,Chlorobenzene,1,soluble
2624,AE,o-Dichlorobenzene,1,soluble
2625,AE,alpha-bromonaphtaline,1,soluble
2626,AE,Cyclohexylchloride,1,soluble
2627,AE,Benzene,1,soluble
2628,AE,Toluene,1,soluble
2629,AE,Xylene,1,soluble
2630,AE,Ethyl_benzene,1,soluble
2631,AE,Styrene,1,soluble
2632,AE,Tetralin,1,soluble
2633,AE,Hexane,2,soluble
2634,AE,Cyclohexane,1,soluble
2635,AE,Acetic_acid,6,non-soluble
2636,AE,Formic_acid_90,6,non-soluble
2637,AE,Butyric_acid,4,theta
2638,AE,Benzaldehyde,4,theta
2639,AE,Acetic_anhydride,5,non-soluble
2640,AF,Methanol ,6,non-soluble
2641,AF,Ethanol_96,6,non-soluble
2642,AF,Ethanol_99p9,6,non-soluble
2643,AF,n-Propanol,6,non-soluble
2644,AF,n-Butanol,6,non-soluble
2645,AF,Pentanol-1,6,non-soluble
2646,AF,2-Ethyl_butanol,6,non-soluble
2647,AF,2-Ethyl_hexanol,6,non-soluble
2648,AF,Methyl_isobutyl_carbinol,6,non-soluble
2649,AF,Propylene_glycol,6,non-soluble
2650,AF,Ethylene_glycol,6,non-soluble
2651,AF,1_3-Butandiol,6,non-soluble
2652,AF,Glycerol,6,non-soluble
2653,AF,Cyclohexanol,6,non-soluble
2654,AF,m-Cresol,6,non-soluble
2655,AF,Ethyl_lactate,6,non-soluble
2656,AF,n-Butyl_lactate,6,non-soluble
2657,AF,Diethylene_glycol,6,non-soluble
2658,AF,Dipropylene_glycol,6,non-soluble
2659,AF,2-Butoxyethanol,6,non-soluble
2660,AF,Methyl_dioxitol,6,non-soluble
2661,AF,Butyl_dioxitol,6,non-soluble
2662,AF,Oxitole,6,non-soluble
2663,AF,Diacetone_alcohol,6,non-soluble
2664,AF,Cellusolve_acetate,5,non-soluble
2665,AF,Methyl_Cellusolve,6,non-soluble
2666,AF,Diethyl_ether,6,non-soluble
2667,AF,Furan,6,non-soluble
2668,AF,Dioxane,3,theta
2669,AF,Methylal,6,non-soluble
2670,AF,Diethyl_sulfide,6,non-soluble
2671,AF,Carbon_disulfide,6,non-soluble
